gene,h_statistic,p_value,fdr
gene_16956,141.39492988576612,1.4190081540255943e-29,2.2940329295292248e-29
gene_14053,141.38025979721397,1.4293086674434295e-29,2.3105004848008303e-29
gene_3368,141.3730876140986,1.4343717467868095e-29,2.3184996875920123e-29
gene_15787,141.36221977009563,1.442077906660497e-29,2.330769510876981e-29
gene_4878,141.33562093770294,1.4611136622878252e-29,2.361347455652343e-29
gene_663,141.3122010133194,1.478082269899108e-29,2.388580003167095e-29
gene_2985,141.28395705231955,1.4988083590698054e-29,2.421879800923009e-29
gene_4847,141.25836971539476,1.517835701812415e-29,2.4524295426567197e-29
gene_1965,141.24509518672477,1.5278019040285503e-29,2.4683351151614984e-29
gene_10465,141.23084651213594,1.5385722871255575e-29,2.4855372867273224e-29
gene_6235,141.2209507749011,1.5460969786290712e-29,2.4974937693607966e-29
gene_5090,141.2163456326971,1.549611250602258e-29,2.5029706125431952e-29
gene_15193,141.21251879673835,1.552537657187401e-29,2.5074971218839005e-29
gene_8987,141.20570465656692,1.5577621602520895e-29,2.515734257843423e-29
gene_7994,141.18421702794876,1.5743524335983212e-29,2.5423239546231955e-29
gene_6498,141.18174884634186,1.576269354912958e-29,2.5452162122250995e-29
gene_6091,141.15793651005856,1.594883564342407e-29,2.575067115503658e-29
gene_7299,141.10240721913124,1.6391493447764863e-29,2.646326459139747e-29
gene_9615,141.09876875161365,1.6420923024420613e-29,2.650866074379764e-29
gene_20221,141.08381278726512,1.6542449557042046e-29,2.670271194164183e-29
gene_9084,141.0463896643862,1.6850490361848888e-29,2.7197778225330965e-29
gene_2474,141.0071056887744,1.7180020057228723e-29,2.772744716874627e-29
gene_7428,140.99363867744063,1.7294463390293874e-29,2.7909923720281916e-29
gene_17706,140.9844262010197,1.7373190209048093e-29,2.803473619161771e-29
gene_5514,140.973549125948,1.746660353581884e-29,2.818322614888228e-29
gene_10613,140.9579380460947,1.7601551184945305e-29,2.8398704740347803e-29
gene_19714,140.94069701258678,1.7751800386584734e-29,2.8638834818663627e-29
gene_14716,140.90664619796368,1.8052318107962777e-29,2.9121334221070226e-29
gene_8479,140.90520101166794,1.8065184611950624e-29,2.913976531894173e-29
gene_15833,140.89872550896558,1.8122948731706727e-29,2.923060910136729e-29
gene_4613,140.87532998587383,1.8333189444454024e-29,2.956734915906084e-29
gene_18463,140.87388911268104,1.8346217083610728e-29,2.958600013140542e-29
gene_5380,140.77340901539347,1.927791080845941e-29,3.10860155070062e-29
gene_2117,140.73310482590892,1.966478913274431e-29,3.1707336022105313e-29
gene_10362,140.70449512326968,1.9944114197785044e-29,3.215515334024967e-29
gene_14025,140.68359872481236,2.0150635560862012e-29,3.2485529911200725e-29
gene_20195,140.67908558777629,2.0195519381598676e-29,3.2555293161296786e-29
gene_16499,140.67357851820316,2.0250423430001896e-29,3.264119666624698e-29
gene_15375,140.66307478283585,2.0355557037045428e-29,3.280804390611315e-29
gene_20334,140.66245458709545,2.03617817120658e-29,3.281546090696442e-29
gene_10312,140.63336933720439,2.0655847016697475e-29,3.328672956045901e-29
gene_15788,140.6281627001091,2.0708934843144714e-29,3.3369620803508583e-29
gene_15689,140.6044745732426,2.0952190693748299e-29,3.375890422456449e-29
gene_6255,140.52986793676328,2.1737159560840248e-29,3.502088307543229e-29
gene_17277,140.51933019284738,2.1850376528589956e-29,3.52004830931021e-29
gene_1159,140.51124903675793,2.1937599308177975e-29,3.5338181758198583e-29
gene_16187,140.50372454936226,2.2019126700625478e-29,3.546668480272007e-29
gene_10356,140.47319491735553,2.2353033228103983e-29,3.600164754324895e-29
gene_11166,140.4600601168113,2.2498243317772435e-29,3.6232636040831184e-29
gene_7400,140.456431869376,2.2538520920865075e-29,3.6294611096664225e-29
gene_19984,140.4553728061263,2.2550291294188952e-29,3.631067369483953e-29
gene_10158,140.42849908144797,2.2851029739027214e-29,3.6791995569143186e-29
gene_4830,140.4030295233244,2.3139754701743446e-29,3.725389966751228e-29
gene_7526,140.36746814190465,2.354899294500025e-29,3.790973539852321e-29
gene_14710,140.36290986201078,2.360196989924209e-29,3.7991994374508377e-29
gene_3685,140.34269831156186,2.3838310513807741e-29,3.836937649444451e-29
gene_15848,140.3299984351811,2.3988023519114445e-29,3.8607276630055176e-29
gene_15360,140.31823489315772,2.412753703051082e-29,3.882872473489529e-29
gene_5986,140.3145916284883,2.4170909810999082e-29,3.889542951521665e-29
gene_7463,140.30903544424973,2.4237205889198263e-29,3.8999008537079497e-29
gene_2459,140.2971626822791,2.4379480954830002e-29,3.922481575331138e-29
gene_15350,140.29322187334492,2.442688924831849e-29,3.9297965430046006e-29
gene_13582,140.253604733462,2.490863812718161e-29,4.006981476290687e-29
gene_20516,140.2486778819703,2.496920952775215e-29,4.016405901365653e-29
gene_16972,140.24620748796346,2.4999636306882416e-29,4.0209803194517127e-29
gene_9123,140.242432213769,2.504620636035743e-29,4.0281503126762714e-29
gene_19269,140.23717713201307,2.5111175071143238e-29,4.0382779633655746e-29
gene_11591,140.21957745660484,2.53299898766575e-29,4.0731429446989363e-29
gene_65,140.196400203135,2.562106102935487e-29,4.1196205079085945e-29
gene_1744,140.18206031854743,2.5802820335972016e-29,4.148515782886938e-29
gene_14010,140.1758794696407,2.5881560191949253e-29,4.16076189108955e-29
gene_20503,140.17575850307733,2.588310361901758e-29,4.16076189108955e-29
gene_18168,140.1701080265782,2.59553013699612e-29,4.172036160588119e-29
gene_1238,140.0451579732226,2.760430237126962e-29,4.436742693342683e-29
gene_11542,140.02902157266018,2.782475902989462e-29,4.47182047642266e-29
gene_1375,140.02382219858347,2.789616754636159e-29,4.482940506675496e-29
gene_6169,140.00189911186112,2.819928110447144e-29,4.5312910299866257e-29
gene_19822,139.97806491936217,2.8532555193465024e-29,4.584479925046136e-29
gene_18225,139.97712100759523,2.854583469663027e-29,4.586249192758308e-29
gene_1297,139.93410449129988,2.915761928490746e-29,4.684167947565852e-29
gene_17339,139.9242022244839,2.930029619317859e-29,4.706715040691645e-29
gene_11243,139.9215901647658,2.933804828942989e-29,4.712405071574881e-29
gene_6703,139.82632457936177,3.074866449594583e-29,4.9385920950954776e-29
gene_3287,139.825646751857,3.0758940401100026e-29,4.9398501616284935e-29
gene_15528,139.82443892831972,3.0777259588107324e-29,4.942399667496174e-29
gene_8753,139.78643509443117,3.135927289064577e-29,5.035463012163489e-29
gene_17495,139.78425036189375,3.13930636882502e-29,5.040488652057387e-29
gene_11544,139.74598571639726,3.1990832385740756e-29,5.136058925542389e-29
gene_6709,139.74067486609508,3.2074692735126983e-29,5.149113701151181e-29
gene_2011,139.68949941312346,3.2894120786265815e-29,5.280241457641351e-29
gene_15973,139.65229729033763,3.350291360433261e-29,5.37753941890149e-29
gene_9618,139.65001159599024,3.354068298235753e-29,5.3831744629435e-29
gene_15934,139.62715900201283,3.392065334148685e-29,5.443726438239727e-29
gene_19627,139.6226827051845,3.399558331560528e-29,5.455318547931548e-29
gene_11150,139.61345772007735,3.415052524283946e-29,5.47974742846736e-29
gene_9978,139.59417326866503,3.447670939664918e-29,5.531647549866247e-29
gene_5452,139.59181534528508,3.4516805278995747e-29,5.537641380090234e-29
gene_3828,139.5911452828874,3.452820802262118e-29,5.539031292545996e-29
gene_18896,139.5894591026862,3.4556919151552086e-29,5.543197383496229e-29
gene_7145,139.56712238371995,3.493951365395983e-29,5.604123943814719e-29
gene_19032,139.52092140134246,3.574435909617045e-29,5.73276241500367e-29
gene_7890,139.49519185008285,3.6200590138519555e-29,5.805473338020493e-29
gene_20204,139.49012767278447,3.6291070469052454e-29,5.819522093217365e-29
gene_6025,139.488692245945,3.6316757966889583e-29,5.823179469102167e-29
gene_11171,139.47339004516462,3.6591728948664647e-29,5.866804242554296e-29
gene_2745,139.426082644599,3.745504760601434e-29,6.004745244122857e-29
gene_11447,139.4099425492129,3.7754225405531244e-29,6.052229205051905e-29
gene_12795,139.40864581438018,3.7778365520095026e-29,6.055618939213965e-29
gene_18895,139.39242858874525,3.808157315331727e-29,6.103737244239287e-29
gene_11966,139.36931742877456,3.851788325129594e-29,6.173179973246058e-29
gene_6305,139.32355759543276,3.9396572012498445e-29,6.313505172489547e-29
gene_13356,139.27481524282757,4.035458526582363e-29,6.466519285682063e-29
gene_5125,139.24537687534982,4.094443120703548e-29,6.560517776842032e-29
gene_2810,139.24186576081794,4.1015355036893375e-29,6.571361177410831e-29
gene_11421,139.22883486147975,4.127965219512313e-29,6.613182118820986e-29
gene_4196,139.22772552045308,4.130223072399102e-29,6.616275112650102e-29
gene_4765,139.19121071025558,4.2052352500149614e-29,6.735904783789016e-29
gene_5161,139.1886594781429,4.210526855627709e-29,6.743846617635477e-29
gene_5062,139.1729676554137,4.2432205648134805e-29,6.795672662845983e-29
gene_18420,139.145527800612,4.3010022895845216e-29,6.887666690242228e-29
gene_11541,139.12499831776267,4.344746299460559e-29,6.957167795485584e-29
gene_5679,139.1075048756038,4.382371973453981e-29,7.016861483507241e-29
gene_3145,139.10294026078498,4.3922432288602344e-29,7.03211008161384e-29
gene_18028,139.09554065564498,4.4082925722491935e-29,7.057246782000708e-29
gene_4090,139.03027037926242,4.552424178263022e-29,7.28741048991898e-29
gene_930,139.02618129015238,4.5616090687664755e-29,7.301535421477631e-29
gene_1169,139.02287821074907,4.5690419543108746e-29,7.312853993835698e-29
gene_13205,139.00881653685775,4.6008205355998867e-29,7.363133521991714e-29
gene_7755,139.00427651359314,4.611127846580141e-29,7.379045282185584e-29
gene_10375,138.98984672297084,4.644041655356434e-29,7.431128140615846e-29
gene_14087,138.98591701446432,4.6530457961334865e-29,7.444946909607156e-29
gene_7762,138.98403296865095,4.6573688981436086e-29,7.451274348394803e-29
gene_11959,138.97527733415473,4.67751219413173e-29,7.482909341577351e-29
gene_17807,138.9666990731066,4.697331894074163e-29,7.514021693700945e-29
gene_18033,138.94493810144513,4.7479871471238333e-29,7.594450886093263e-29
gene_10069,138.94265635554612,4.753330135856245e-29,7.602395687506852e-29
gene_15336,138.9122592004363,4.825084934106445e-29,7.716548754552864e-29
gene_7749,138.8713197870814,4.9234399882145834e-29,7.873221036116021e-29
gene_2677,138.84350417690925,4.99140684224618e-29,7.981277697063104e-29
gene_2492,138.81863513275994,5.052967713146248e-29,8.07907488950188e-29
gene_20066,138.81771338204325,5.055263947926004e-29,8.082107233634703e-29
gene_2423,138.79005375054942,5.124656207162881e-29,8.192400439958939e-29
gene_13676,138.77277977022595,5.168475292905905e-29,8.26179754133204e-29
gene_5748,138.7705239777788,5.174225170515009e-29,8.270334927909571e-29
gene_751,138.75488655244467,5.214260231539454e-29,8.333667099427703e-29
gene_4734,138.7498241469607,5.227287287344706e-29,8.353827253410046e-29
gene_53,138.73989388007087,5.252935371605217e-29,8.394152532735033e-29
gene_4883,138.73546682359793,5.264410170458153e-29,8.411824421717447e-29
gene_20426,138.67498538959944,5.423709456521015e-29,8.665678644145972e-29
gene_11527,138.6616144816153,5.459571922306279e-29,8.722288365406909e-29
gene_7139,138.6547541033715,5.478064252132561e-29,8.751140562677556e-29
gene_14245,138.63848262665078,5.52217523932582e-29,8.82091046010012e-29
gene_11339,138.63007635209215,5.545103083782915e-29,8.85683487023494e-29
gene_11932,138.6216695138467,5.568127650831186e-29,8.892908082099156e-29
gene_13770,138.61828089517735,5.577435373158878e-29,8.907070026902991e-29
gene_6938,138.61342450421378,5.590801841977825e-29,8.927710972647366e-29
gene_9807,138.58119310703796,5.68032910168857e-29,9.069956946086905e-29
gene_2664,138.55301592463624,5.759768650693669e-29,9.196074369180947e-29
gene_6248,138.54490498586483,5.782840913645747e-29,9.232182702892045e-29
gene_20172,138.5373813870075,5.804325037871321e-29,9.26575010584953e-29
gene_15332,138.51712308451988,5.86257148817523e-29,9.357993216166035e-29
gene_7513,138.51020829671148,5.882586293041757e-29,9.389200207719423e-29
gene_16471,138.49729989033312,5.920132567639603e-29,9.448382056056859e-29
gene_13861,138.49668856593124,5.92191663773364e-29,9.450483492353558e-29
gene_1244,138.4262051584874,6.131258665274482e-29,9.78378957311516e-29
gene_20089,138.41869219080775,6.154004689077913e-29,9.819311040625304e-29
gene_4101,138.41434754430728,6.167196884380461e-29,9.839584046004205e-29
gene_7361,138.39876459993224,6.214746332157094e-29,9.914665529195156e-29
gene_4685,138.3979865153083,6.217130146522319e-29,9.917686075483418e-29
gene_17853,138.38411183407212,6.259791769149165e-29,9.984953014432851e-29
gene_6948,138.38341318172223,6.261947696133236e-29,9.987604067164393e-29
gene_1456,138.34805556111525,6.372030535718176e-29,1.0162381060237972e-28
gene_13293,138.3358180853283,6.410579833795753e-29,1.022305479646561e-28
gene_5694,138.30873964563546,6.496710495425057e-29,1.0359591745760592e-28
gene_13005,138.28788555946227,6.563830650979506e-29,1.0465795583776736e-28
gene_7515,138.27324997314238,6.611349778870604e-29,1.0540731993892808e-28
gene_17213,138.2583520024209,6.66007408594409e-29,1.0617577900652433e-28
gene_15394,138.23168836119848,6.748176412526465e-29,1.0757183700252082e-28
gene_6176,138.2191452801276,6.790023471916337e-29,1.0823038359263776e-28
gene_7804,138.172134016039,6.949187208300926e-29,1.10758662047019e-28
gene_16066,138.16060885356137,6.988773393454585e-29,1.113808218703067e-28
gene_1719,138.1479343183066,7.032567752535537e-29,1.1206994445899684e-28
gene_19503,138.13673765057115,7.071483827201776e-29,1.126812249565383e-28
gene_2990,138.1240847442832,7.115720517360282e-29,1.133771842892934e-28
gene_16080,138.11249478626897,7.156483701998249e-29,1.1401769377411487e-28
gene_19696,138.1049780387866,7.183045673487763e-29,1.144318652513953e-28
gene_8506,138.08712149306803,7.246541316002674e-29,1.1543430908373252e-28
gene_4706,138.053785421466,7.366585752315773e-29,1.1733732217217585e-28
gene_9818,137.98227596039504,7.63084320038978e-29,1.2153541521386148e-28
gene_4851,137.98214136352317,7.631349423719891e-29,1.2153541521386148e-28
gene_741,137.97878527442572,7.643982648516548e-29,1.217270224725572e-28
gene_15530,137.9672528280062,7.68755347450312e-29,1.2241122829193449e-28
gene_4093,137.96379826825387,7.700653439355548e-29,1.2261016787181776e-28
gene_13702,137.938068735043,7.798926588013602e-29,1.2416510080798602e-28
gene_4759,137.88674451541428,7.998718857407323e-29,1.2733592663803611e-28
gene_5266,137.87056959825668,8.062738066084996e-29,1.2834497869346194e-28
gene_910,137.86786277332675,8.073501419688541e-29,1.2850619663690333e-28
gene_13035,137.8642108463679,8.088045622671488e-29,1.2872756437311307e-28
gene_7643,137.86349179980115,8.090912390306805e-29,1.287630563862694e-28
gene_111,137.84883953120638,8.149551314683894e-29,1.2968606054475723e-28
gene_7538,137.82308727765155,8.253644320712316e-29,1.313321858743498e-28
gene_251,137.7777655584529,8.440077656270392e-29,1.3428815035600254e-28
gene_9563,137.75336602346488,8.54218391035426e-29,1.3590204630312627e-28
gene_6969,137.71276890901856,8.714817398498669e-29,1.3863765448433766e-28
gene_19925,137.70601746012076,8.743863374561596e-29,1.3908878327329296e-28
gene_2823,137.7045095717988,8.750363798785747e-29,1.391812368247043e-28
gene_18299,137.7017071273279,8.762457820784458e-29,1.3936263929061076e-28
gene_18100,137.69216054886942,8.803781897054167e-29,1.4000886648866087e-28
gene_3082,137.67540734038377,8.876772713312563e-29,1.4115855696437037e-28
gene_9328,137.57150399529883,9.343169690888496e-29,1.4856352466734e-28
gene_13672,137.5639528330462,9.378004862803334e-29,1.491057055596369e-28
gene_11338,137.53382598432162,9.518283959011372e-29,1.5132417637799273e-28
gene_7574,137.50025262016342,9.677084020374095e-29,1.538367263962143e-28
gene_14458,137.46418009412662,9.850658088571468e-29,1.565837255003566e-28
gene_567,137.44487534276493,9.944823944341718e-29,1.5806813785453065e-28
gene_16189,137.43180883665255,1.0009070722920798e-28,1.5907680506812975e-28
gene_4078,137.40455175711622,1.0144430016295204e-28,1.6121543489429843e-28
gene_11108,137.3554762167108,1.0392770907043247e-28,1.6514909273974184e-28
gene_17796,137.35327564416002,1.040404792976423e-28,1.6531530189200256e-28
gene_4098,137.33116410186085,1.0518041706669713e-28,1.671134763499397e-28
gene_5357,137.30165704119185,1.0672109737529432e-28,1.6954802875752878e-28
gene_16436,137.29955157091433,1.0683189085072284e-28,1.697107129305104e-28
gene_14113,137.2780349122703,1.079707481080045e-28,1.7150640200251053e-28
gene_18125,137.2652973768461,1.0865064564353519e-28,1.7257283053632275e-28
gene_9791,137.24649810097324,1.0966193211684864e-28,1.7416540444037043e-28
gene_14170,137.2404461776666,1.09989486917176e-28,1.7467190881584983e-28
gene_10766,137.2055771375599,1.1189588639714794e-28,1.7768546559107338e-28
gene_15937,137.2044671770503,1.119571109389849e-28,1.7776872715329516e-28
gene_15024,137.1934822173389,1.1256484147164966e-28,1.787196654678257e-28
gene_5772,137.1770202962654,1.1348175911046004e-28,1.8016131357247487e-28
gene_7807,137.156579350945,1.1463070531505168e-28,1.8197107019749253e-28
